PassengerId,Survived,SibSp,Parch,Isfemale,Age_fill,Fare_fill,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
1,0,1,0.0,0,0.741556445594596,0.22512585954837525,0,0,1,0,0,1
2,1,1,0.0,1,1.2913665998815995,2.2134778184751305,1,0,0,1,0,0
3,1,0,0.0,1,0.8790089841663469,0.24608585336839636,0,0,1,0,0,1
4,1,1,0.0,1,1.1882771959527865,1.6488528471749966,0,0,1,1,0,0
5,0,0,0.0,0,1.1882771959527865,0.24996733370543736,0,0,1,0,0,1
6,0,0,0.0,0,1.0164615227380978,0.2626458010783479,0,1,0,0,0,1
7,0,0,0.0,0,1.841176754168603,1.610426191838291,0,0,1,1,0,0
8,0,3,2.6205882352941177,0,0.054293752735841604,0.6544175848251046,0,0,1,0,0,1
9,1,0,5.241176470588235,1,0.9133721188092846,0.3457094802910243,0,0,1,0,0,1
10,1,1,0.0,1,0.4666513684510943,0.9337537513527285,1,0,0,0,1,0
11,1,1,2.6205882352941177,1,0.12302002202171705,0.5185657730286712,0,0,1,0,0,1
12,1,0,0.0,1,1.978629292740354,0.8244264235874983,0,0,1,1,0,0
13,0,0,0.0,0,0.6728301763087206,0.24996733370543736,0,0,1,0,0,1
14,0,1,13.102941176470589,0,1.3257297345245374,0.9711463803276462,0,0,1,0,0,1
15,0,0,0.0,1,0.4666513684510943,0.24388738290549636,0,0,1,0,0,1
16,1,0,0.0,1,1.8755398888115409,0.4968294831412419,0,0,1,0,1,0
17,0,4,2.6205882352941177,0,0.054293752735841604,0.9043849185305419,0,1,0,0,0,1
18,1,0,0.0,0,1.3944560038104128,0.40367395505225906,0,0,1,0,1,0
19,0,1,0.0,1,1.0508246573810356,0.5589331685338972,0,0,1,0,0,1
20,1,0,0.0,1,0.8446458495234092,0.22434956348096705,1,0,0,0,0,1
21,0,0,0.0,0,1.1882771959527865,0.8073479101045181,0,0,1,0,1,0
22,1,0,0.0,0,1.1539140613098486,0.40367395505225906,0,0,1,0,1,0
23,1,0,0.0,1,0.501014503094032,0.2493214553773537,0,1,0,0,0,1
24,1,0,0.0,0,0.9477352534522223,1.1023404157196304,0,0,1,1,0,0
25,0,3,2.6205882352941177,1,0.26047256059346796,0.6544175848251046,0,0,1,0,0,1
26,1,1,13.102941176470589,1,1.2913665998815995,0.9746397126309831,0,0,1,0,0,1
27,0,0,0.0,0,1.257003465238662,0.22434956348096705,1,0,0,0,0,1
28,0,3,5.241176470588235,0,0.6384670416657828,8.166634629134164,0,0,1,1,0,0
29,1,0,0.0,1,0.9133721188092846,0.24466367897290456,0,1,0,0,0,1
30,0,0,0.0,0,1.0508246573810356,0.24517913956166362,0,0,1,0,0,1
31,0,0,0.0,0,1.360092869167475,0.8607819210163586,1,0,0,1,0,0
32,1,1,0.0,1,0.9133721188092846,4.54974083334008,1,0,0,1,0,0
33,1,0,0.0,1,1.0164615227380978,0.24065178089653905,0,1,0,0,0,1
34,0,0,0.0,0,2.2535343698838557,0.32604434831143997,0,0,1,0,1,0
35,0,1,0.0,0,0.9477352534522223,2.5515547558313973,1,0,0,1,0,0
36,0,1,0.0,0,1.4288191384533504,1.6146958202090362,0,0,1,1,0,0
37,1,0,0.0,0,1.4288191384533504,0.2244799812202916,1,0,0,0,0,1
38,0,0,0.0,0,0.7071933109516583,0.24996733370543736,0,0,1,0,0,1
39,0,2,0.0,1,0.6041039070228451,0.5589331685338972,0,0,1,0,0,1
40,1,1,0.0,1,0.4666513684510943,0.3490755000393062,1,0,0,0,0,1
41,0,1,0.0,1,1.360092869167475,0.29421620954770417,0,0,1,0,0,1
42,0,1,0.0,1,0.9133721188092846,0.6520886966228799,0,0,1,0,1,0
43,0,0,0.0,0,0.5697407723799074,0.24517913956166362,1,0,0,0,0,1
44,1,1,5.241176470588235,1,0.08865688737877933,1.2911107778391453,1,0,0,0,1,0
45,1,0,0.0,1,0.6384670416657828,0.24466367897290456,0,1,0,0,0,1
46,0,0,0.0,0,1.0164615227380978,0.24996733370543736,0,0,1,0,0,1
47,0,1,0.0,0,1.257003465238662,0.4813035617930781,0,1,0,0,0,1
48,1,0,0.0,1,0.8446458495234092,0.24065178089653905,0,1,0,0,0,1
49,0,2,0.0,0,1.222640330595724,0.6731791081822257,1,0,0,0,0,1
50,0,1,0.0,1,0.6041039070228451,0.5527227999946316,0,0,1,0,0,1
51,0,4,2.6205882352941177,0,0.2261094259505302,1.2323700070105024,0,0,1,0,0,1
52,0,0,0.0,0,0.7071933109516583,0.24220437303135542,0,0,1,0,0,1
53,1,1,0.0,1,1.6693610809539146,2.382583048615061,1,0,0,1,0,0
54,1,1,0.0,1,0.98209838809516,0.8073479101045181,0,0,1,0,1,0
55,0,0,2.6205882352941177,0,2.219171235240918,1.9245683688442288,1,0,0,1,0,0
56,1,0,0.0,0,0.8102827148804714,1.1023404157196304,0,0,1,1,0,0
57,1,0,0.0,1,0.7071933109516583,0.32604434831143997,0,0,1,0,1,0
58,0,0,0.0,0,0.9649168207736912,0.2244799812202916,1,0,0,0,0,1
59,1,1,5.241176470588235,1,0.15738315666465477,0.8616886348230914,0,0,1,0,1,0
60,0,5,5.241176470588235,0,0.3635619645222811,1.4563314224577653,0,0,1,0,0,1
61,0,0,0.0,0,0.741556445594596,0.2244799812202916,1,0,0,0,0,1
62,1,0,0.0,1,1.2913665998815995,2.4841474157062096,1,0,0,1,0,0
63,0,1,0.0,0,1.5319085423821637,2.592052569075948,0,0,1,1,0,0
64,0,3,5.241176470588235,0,0.12302002202171705,0.8663464112275405,0,0,1,0,0,1
65,0,0,0.0,0,0.7071933109516583,0.8607819210163586,1,0,0,1,0,0
66,1,1,2.6205882352941177,0,0.1917462913075925,0.47341018337967156,1,0,0,0,0,1
67,1,0,0.0,1,0.98209838809516,0.32604434831143997,0,0,1,0,1,0
68,0,0,0.0,0,0.6384670416657828,0.2533302482694496,0,0,1,0,0,1
69,1,4,5.241176470588235,1,0.5697407723799074,0.24608585336839636,0,0,1,0,0,1
70,0,2,0.0,0,0.8790089841663469,0.268986587356938,0,0,1,0,0,1
71,0,0,0.0,0,1.0851877920239732,0.32604434831143997,0,0,1,0,1,0
72,0,5,5.241176470588235,1,0.5353776377369698,1.4563314224577653,0,0,1,0,0,1
73,0,0,0.0,0,0.7071933109516583,2.28231043818008,0,0,1,0,1,0
74,0,1,0.0,0,0.8790089841663469,0.4488295447012587,1,0,0,0,0,1
75,1,0,0.0,0,1.0851877920239732,1.754298694603186,0,0,1,0,0,1
76,0,0,0.0,0,0.8446458495234092,0.2375465966269063,0,0,1,0,0,1
77,0,0,0.0,0,0.6041039070228451,0.24517913956166362,0,0,1,0,0,1
78,0,0,0.0,0,0.6384670416657828,0.24996733370543736,0,0,1,0,0,1
79,1,0,5.241176470588235,0,0.014088885203604466,0.900503438193501,0,0,1,0,1,0
80,1,0,0.0,1,1.0164615227380978,0.38737173763668703,0,0,1,0,0,1
81,0,0,0.0,0,0.741556445594596,0.2794665842669486,0,0,1,0,0,1
82,1,0,0.0,0,0.98209838809516,0.29499250561511237,0,0,1,0,0,1
83,1,0,0.0,1,1.1539140613098486,0.24181622499765132,0,1,0,0,0,1
84,0,0,0.0,0,0.9477352534522223,1.4625417909970309,0,0,1,1,0,0
85,1,0,0.0,1,0.5697407723799074,0.32604434831143997,0,0,1,0,1,0
86,1,3,0.0,1,1.119550926666911,0.4921717067367927,0,0,1,0,0,1
87,0,1,7.861764705882353,0,0.5353776377369698,1.067407092686262,0,0,1,0,0,1
88,0,0,0.0,0,1.1539140613098486,0.24996733370543736,0,0,1,0,0,1
89,1,3,5.241176470588235,1,0.7759195802375337,8.166634629134164,0,0,1,1,0,0
90,0,0,0.0,0,0.8102827148804714,0.24996733370543736,0,0,1,0,0,1
91,0,0,0.0,0,0.98209838809516,0.24996733370543736,0,0,1,0,0,1
92,0,0,0.0,0,0.6728301763087206,0.24388738290549636,0,0,1,0,0,1
93,0,1,0.0,0,1.5662716770251013,1.899596476947842,0,0,1,1,0,0
94,0,1,5.241176470588235,0,0.8790089841663469,0.6388916634769407,0,0,1,0,0,1
95,0,0,0.0,0,2.0129924273832915,0.22512585954837525,0,0,1,0,0,1
96,0,0,0.0,0,0.9477352534522223,0.24996733370543736,0,0,1,0,0,1
97,0,0,0.0,0,2.4253500430985446,1.0760767671670766,1,0,0,1,0,0
98,1,0,2.6205882352941177,0,0.7759195802375337,1.9673919651067342,1,0,0,1,0,0
99,1,0,2.6205882352941177,1,1.1539140613098486,0.7141923820155353,0,0,1,0,1,0
100,0,1,0.0,0,1.1539140613098486,0.8073479101045181,0,0,1,0,1,0
101,0,0,0.0,1,0.9477352534522223,0.24517913956166362,0,0,1,0,0,1
102,0,0,0.0,0,0.501014503094032,0.24517913956166362,0,0,1,0,0,1
103,0,0,2.6205882352941177,0,0.7071933109516583,2.3999192923924206,0,0,1,1,0,0
104,0,0,0.0,0,1.119550926666911,0.26872885706255845,0,0,1,0,0,1
105,0,2,0.0,0,1.257003465238662,0.24608585336839636,0,0,1,0,0,1
106,0,0,0.0,0,0.9477352534522223,0.24517913956166362,0,0,1,0,0,1
107,1,0,0.0,1,0.7071933109516583,0.2375465966269063,0,0,1,0,0,1
108,1,0,0.0,0,0.9477352534522223,0.24142807696394725,0,0,1,0,0,1
109,0,0,0.0,0,1.2913665998815995,0.24517913956166362,0,0,1,0,0,1
110,1,1,0.0,1,1.1882771959527865,0.7499020011163119,0,1,0,0,0,1
111,0,0,0.0,0,1.6006348116680391,1.6146958202090362,0,0,1,1,0,0
112,0,1,0.0,1,0.48383293577256314,0.4488295447012587,1,0,0,0,0,1
113,0,0,0.0,0,0.741556445594596,0.24996733370543736,0,0,1,0,0,1
114,0,1,0.0,1,0.6728301763087206,0.30508435449141885,0,0,1,0,0,1
115,0,0,0.0,1,0.5697407723799074,0.44895685725631357,1,0,0,0,0,1
116,0,0,0.0,0,0.7071933109516583,0.24608585336839636,0,0,1,0,0,1
117,0,0,0.0,0,2.4081684757770754,0.24065178089653905,0,1,0,0,0,1
118,0,1,0.0,0,0.98209838809516,0.6520886966228799,0,0,1,0,1,0
119,0,0,2.6205882352941177,0,0.8102827148804714,7.68597694566917,1,0,0,1,0,0
120,0,4,5.241176470588235,1,0.054293752735841604,0.9711463803276462,0,0,1,0,0,1
121,0,2,0.0,0,0.7071933109516583,2.28231043818008,0,0,1,0,1,0
122,0,0,0.0,0,1.0164615227380978,0.24996733370543736,0,0,1,0,0,1
123,0,1,0.0,0,1.102369359345442,0.9337537513527285,1,0,0,0,1,0
124,1,0,0.0,1,1.102369359345442,0.40367395505225906,0,0,1,0,1,0
125,0,0,2.6205882352941177,0,1.841176754168603,2.3999192923924206,0,0,1,1,0,0
126,1,1,0.0,0,0.39792509916521884,0.3490755000393062,1,0,0,0,0,1
127,0,0,0.0,0,1.0851877920239732,0.24065178089653905,0,1,0,0,0,1
128,1,0,0.0,0,0.8102827148804714,0.22176294498436297,0,0,1,0,0,1
129,1,1,2.6205882352941177,1,1.4631822730962882,0.6942664145573018,1,0,0,0,0,1
130,0,0,0.0,0,1.5319085423821637,0.21658660280688513,0,0,1,0,0,1
131,0,0,0.0,0,1.119550926666911,0.24517913956166362,1,0,0,0,0,1
132,0,0,0.0,0,0.6728301763087206,0.2189154910091097,0,0,1,0,0,1
133,0,1,0.0,1,1.6006348116680391,0.4502517190967505,0,0,1,0,0,1
134,1,1,0.0,1,0.98209838809516,0.8073479101045181,0,0,1,0,1,0
135,0,0,0.0,0,0.8446458495234092,0.40367395505225906,0,0,1,0,1,0
136,0,0,0.0,0,0.7759195802375337,0.46719981484040607,1,0,0,0,1,0
137,1,0,5.241176470588235,1,0.6384670416657828,0.8161448971403877,0,0,1,1,0,0
138,0,1,0.0,0,1.257003465238662,1.6488528471749966,0,0,1,1,0,0
139,0,0,0.0,0,0.5353776377369698,0.28619551857924275,0,0,1,0,0,1
140,0,0,0.0,0,0.8102827148804714,2.4593059415491476,1,0,0,1,0,0
141,0,0,5.241176470588235,1,0.8790089841663469,0.47341018337967156,1,0,0,0,0,1
142,1,0,0.0,1,0.741556445594596,0.24065178089653905,0,0,1,0,0,1
143,1,1,0.0,1,0.8102827148804714,0.4921717067367927,0,0,1,0,0,1
144,0,0,0.0,0,0.6384670416657828,0.20959993820021142,0,1,0,0,0,1
145,0,0,0.0,0,0.6041039070228451,0.3570961910077676,0,0,1,0,1,0
146,0,1,2.6205882352941177,0,0.6384670416657828,1.14115521909004,0,0,1,0,1,0
147,1,0,0.0,0,0.9133721188092846,0.24207395529203085,0,0,1,0,0,1
148,0,2,5.241176470588235,1,0.2948356952364057,1.067407092686262,0,0,1,0,0,1
149,0,0,5.241176470588235,0,1.2398218979171929,0.8073479101045181,0,0,1,0,1,0
150,0,0,0.0,0,1.4288191384533504,0.40367395505225906,0,0,1,0,1,0
151,0,0,0.0,0,1.73808735023979,0.38892432977150343,0,0,1,0,1,0
152,1,1,0.0,1,0.741556445594596,2.0680527235754194,0,0,1,1,0,0
153,0,0,0.0,0,1.8927214561330097,0.24996733370543736,0,0,1,0,0,1
154,0,0,5.241176470588235,0,1.377274436488944,0.4502517190967505,0,0,1,0,0,1
155,0,0,0.0,0,1.257003465238662,0.22706659971689572,0,0,1,0,0,1
156,0,0,2.6205882352941177,0,1.73808735023979,1.905937263226432,1,0,0,1,0,0
157,1,0,0.0,1,0.5353776377369698,0.24013321512351038,0,1,0,0,0,1
158,0,0,0.0,0,1.0164615227380978,0.24996733370543736,0,0,1,0,0,1
159,0,0,0.0,0,0.8446458495234092,0.268986587356938,0,0,1,0,0,1
160,0,8,5.241176470588235,0,0.1917462913075925,2.159655659529586,0,0,1,0,0,1
161,0,0,2.6205882352941177,0,1.4975454077392258,0.4999346674108747,0,0,1,0,0,1
162,1,0,0.0,1,1.360092869167475,0.48906652246716,0,0,1,0,1,0
163,0,0,0.0,0,0.8790089841663469,0.24142807696394725,0,0,1,0,0,1
164,0,0,0.0,0,0.5697407723799074,0.268986587356938,0,0,1,0,0,1
165,0,4,2.6205882352941177,0,0.019930618092903883,1.2323700070105024,0,0,1,0,0,1
166,1,0,5.241176470588235,0,0.2948356952364057,0.6373390713421243,0,0,1,0,0,1
167,1,0,2.6205882352941177,1,1.0508246573810356,1.707851348298019,0,0,1,1,0,0
168,0,1,10.48235294117647,1,1.5319085423821637,0.8663464112275405,0,0,1,0,0,1
169,0,0,0.0,0,1.222640330595724,0.8050190219022936,0,0,1,1,0,0
